지점,지점명,일시,기온(°C)
108,서울,2020-02-03 00:01,1.8
108,서울,2020-02-03 00:02,1.8
108,서울,2020-02-03 00:03,1.8
108,서울,2020-02-03 00:04,1.8
108,서울,2020-02-03 00:05,1.8
108,서울,2020-02-03 00:06,1.8
108,서울,2020-02-03 00:07,1.8
108,서울,2020-02-03 00:08,1.8
108,서울,2020-02-03 00:09,1.8
108,서울,2020-02-03 00:10,1.8
108,서울,2020-02-03 00:11,1.8
108,서울,2020-02-03 00:12,1.8
108,서울,2020-02-03 00:13,1.8
108,서울,2020-02-03 00:14,1.8
108,서울,2020-02-03 00:15,1.8
108,서울,2020-02-03 00:16,1.7
108,서울,2020-02-03 00:17,1.7
108,서울,2020-02-03 00:18,1.7
108,서울,2020-02-03 00:19,1.7
108,서울,2020-02-03 00:20,1.7
108,서울,2020-02-03 00:21,1.7
108,서울,2020-02-03 00:22,1.7
108,서울,2020-02-03 00:23,1.7
108,서울,2020-02-03 00:24,1.7
108,서울,2020-02-03 00:25,1.6
108,서울,2020-02-03 00:26,1.6
108,서울,2020-02-03 00:27,1.6
108,서울,2020-02-03 00:28,1.6
108,서울,2020-02-03 00:29,1.6
108,서울,2020-02-03 00:30,1.6
108,서울,2020-02-03 00:31,1.5
108,서울,2020-02-03 00:32,1.5
108,서울,2020-02-03 00:33,1.5
108,서울,2020-02-03 00:34,1.5
108,서울,2020-02-03 00:35,1.5
108,서울,2020-02-03 00:36,1.4
108,서울,2020-02-03 00:37,1.4
108,서울,2020-02-03 00:38,1.4
108,서울,2020-02-03 00:39,1.4
108,서울,2020-02-03 00:40,1.4
108,서울,2020-02-03 00:41,1.4
108,서울,2020-02-03 00:42,1.3
108,서울,2020-02-03 00:43,1.4
108,서울,2020-02-03 00:44,1.3
108,서울,2020-02-03 00:45,1.4
108,서울,2020-02-03 00:46,1.3
108,서울,2020-02-03 00:47,1.3
108,서울,2020-02-03 00:48,1.3
108,서울,2020-02-03 00:49,1.3
108,서울,2020-02-03 00:50,1.3
108,서울,2020-02-03 00:51,1.3
108,서울,2020-02-03 00:52,1.3
108,서울,2020-02-03 00:53,1.3
108,서울,2020-02-03 00:54,1.3
108,서울,2020-02-03 00:55,1.3
108,서울,2020-02-03 00:56,1.3
108,서울,2020-02-03 00:57,1.3
108,서울,2020-02-03 00:58,1.3
108,서울,2020-02-03 00:59,1.3
108,서울,2020-02-03 01:00,1.3
108,서울,2020-02-03 01:01,1.3
108,서울,2020-02-03 01:02,1.3
108,서울,2020-02-03 01:03,1.3
108,서울,2020-02-03 01:04,1.3
108,서울,2020-02-03 01:05,1.3
108,서울,2020-02-03 01:06,1.3
108,서울,2020-02-03 01:07,1.3
108,서울,2020-02-03 01:08,1.3
108,서울,2020-02-03 01:09,1.3
108,서울,2020-02-03 01:10,1.3
108,서울,2020-02-03 01:11,1.3
108,서울,2020-02-03 01:12,1.3
108,서울,2020-02-03 01:13,1.3
108,서울,2020-02-03 01:14,1.3
108,서울,2020-02-03 01:15,1.3
108,서울,2020-02-03 01:16,1.3
108,서울,2020-02-03 01:17,1.3
108,서울,2020-02-03 01:18,1.3
108,서울,2020-02-03 01:19,1.3
108,서울,2020-02-03 01:20,1.3
108,서울,2020-02-03 01:21,1.2
108,서울,2020-02-03 01:22,1.3
108,서울,2020-02-03 01:23,1.2
108,서울,2020-02-03 01:24,1.2
108,서울,2020-02-03 01:25,1.2
108,서울,2020-02-03 01:26,1.2
108,서울,2020-02-03 01:27,1.2
108,서울,2020-02-03 01:28,1.2
108,서울,2020-02-03 01:29,1.2
108,서울,2020-02-03 01:30,1.2
108,서울,2020-02-03 01:31,1.2
108,서울,2020-02-03 01:32,1.2
108,서울,2020-02-03 01:33,1.1
108,서울,2020-02-03 01:34,1.1
108,서울,2020-02-03 01:35,1.1
108,서울,2020-02-03 01:36,1.1
108,서울,2020-02-03 01:37,1.1
108,서울,2020-02-03 01:38,1.1
108,서울,2020-02-03 01:39,1.1
108,서울,2020-02-03 01:40,1
108,서울,2020-02-03 01:41,1
108,서울,2020-02-03 01:42,1
108,서울,2020-02-03 01:43,1
108,서울,2020-02-03 01:44,1
108,서울,2020-02-03 01:45,1
108,서울,2020-02-03 01:46,1
108,서울,2020-02-03 01:47,1
108,서울,2020-02-03 01:48,.9
108,서울,2020-02-03 01:49,.9
108,서울,2020-02-03 01:50,.9
108,서울,2020-02-03 01:51,.9
108,서울,2020-02-03 01:52,.9
108,서울,2020-02-03 01:53,.9
108,서울,2020-02-03 01:54,.9
108,서울,2020-02-03 01:55,.9
108,서울,2020-02-03 01:56,.8
108,서울,2020-02-03 01:57,.8
108,서울,2020-02-03 01:58,.8
108,서울,2020-02-03 01:59,.8
108,서울,2020-02-03 02:00,.7
108,서울,2020-02-03 02:01,.7
108,서울,2020-02-03 02:02,.7
108,서울,2020-02-03 02:03,.7
108,서울,2020-02-03 02:04,.7
108,서울,2020-02-03 02:05,.7
108,서울,2020-02-03 02:06,.7
108,서울,2020-02-03 02:07,.7
108,서울,2020-02-03 02:08,.7
108,서울,2020-02-03 02:09,.7
108,서울,2020-02-03 02:10,.6
108,서울,2020-02-03 02:11,.7
108,서울,2020-02-03 02:12,.6
108,서울,2020-02-03 02:13,.7
108,서울,2020-02-03 02:14,.6
108,서울,2020-02-03 02:15,.6
108,서울,2020-02-03 02:16,.6
108,서울,2020-02-03 02:17,.6
108,서울,2020-02-03 02:18,.6
108,서울,2020-02-03 02:19,.6
108,서울,2020-02-03 02:20,.6
108,서울,2020-02-03 02:21,.6
108,서울,2020-02-03 02:22,.6
108,서울,2020-02-03 02:23,.6
108,서울,2020-02-03 02:24,.6
108,서울,2020-02-03 02:25,.6
108,서울,2020-02-03 02:26,.5
108,서울,2020-02-03 02:27,.6
108,서울,2020-02-03 02:28,.5
108,서울,2020-02-03 02:29,.5
108,서울,2020-02-03 02:30,.6
108,서울,2020-02-03 02:31,.5
108,서울,2020-02-03 02:32,.5
108,서울,2020-02-03 02:33,.5
108,서울,2020-02-03 02:34,.5
