지점,지점명,일시,기온(°C)
108,서울,2020-02-05 00:01,-5.3
108,서울,2020-02-05 00:02,-5.3
108,서울,2020-02-05 00:03,-5.4
108,서울,2020-02-05 00:04,-5.4
108,서울,2020-02-05 00:05,-5.4
108,서울,2020-02-05 00:06,-5.5
108,서울,2020-02-05 00:07,-5.5
108,서울,2020-02-05 00:08,-5.6
108,서울,2020-02-05 00:09,-5.6
108,서울,2020-02-05 00:10,-5.6
108,서울,2020-02-05 00:11,-5.6
108,서울,2020-02-05 00:12,-5.7
108,서울,2020-02-05 00:13,-5.7
108,서울,2020-02-05 00:14,-5.7
108,서울,2020-02-05 00:15,-5.8
108,서울,2020-02-05 00:16,-5.8
108,서울,2020-02-05 00:17,-5.8
108,서울,2020-02-05 00:18,-5.8
108,서울,2020-02-05 00:19,-5.9
108,서울,2020-02-05 00:20,-5.9
108,서울,2020-02-05 00:21,-5.9
108,서울,2020-02-05 00:22,-5.9
108,서울,2020-02-05 00:23,-6
108,서울,2020-02-05 00:24,-6
108,서울,2020-02-05 00:25,-6
108,서울,2020-02-05 00:26,-6
108,서울,2020-02-05 00:27,-6.1
108,서울,2020-02-05 00:28,-6.1
108,서울,2020-02-05 00:29,-6.1
108,서울,2020-02-05 00:30,-6.1
108,서울,2020-02-05 00:31,-6.2
108,서울,2020-02-05 00:32,-6.2
108,서울,2020-02-05 00:33,-6.2
108,서울,2020-02-05 00:34,-6.2
108,서울,2020-02-05 00:35,-6.3
108,서울,2020-02-05 00:36,-6.3
108,서울,2020-02-05 00:37,-6.3
108,서울,2020-02-05 00:38,-6.4
108,서울,2020-02-05 00:39,-6.4
108,서울,2020-02-05 00:40,-6.4
108,서울,2020-02-05 00:41,-6.4
108,서울,2020-02-05 00:42,-6.4
108,서울,2020-02-05 00:43,-6.4
108,서울,2020-02-05 00:44,-6.5
108,서울,2020-02-05 00:45,-6.4
108,서울,2020-02-05 00:46,-6.5
108,서울,2020-02-05 00:47,-6.5
108,서울,2020-02-05 00:48,-6.5
108,서울,2020-02-05 00:49,-6.5
108,서울,2020-02-05 00:50,-6.5
108,서울,2020-02-05 00:51,-6.5
108,서울,2020-02-05 00:52,-6.5
108,서울,2020-02-05 00:53,-6.5
108,서울,2020-02-05 00:54,-6.6
108,서울,2020-02-05 00:55,-6.5
108,서울,2020-02-05 00:56,-6.6
108,서울,2020-02-05 00:57,-6.6
108,서울,2020-02-05 00:58,-6.7
108,서울,2020-02-05 00:59,-6.6
108,서울,2020-02-05 01:00,-6.7
108,서울,2020-02-05 01:01,-6.7
108,서울,2020-02-05 01:02,-6.7
108,서울,2020-02-05 01:03,-6.7
108,서울,2020-02-05 01:04,-6.7
108,서울,2020-02-05 01:05,-6.7
108,서울,2020-02-05 01:06,-6.8
108,서울,2020-02-05 01:07,-6.8
108,서울,2020-02-05 01:08,-6.8
108,서울,2020-02-05 01:09,-6.8
108,서울,2020-02-05 01:10,-6.8
108,서울,2020-02-05 01:11,-6.8
108,서울,2020-02-05 01:12,-6.8
108,서울,2020-02-05 01:13,-6.8
108,서울,2020-02-05 01:14,-6.9
108,서울,2020-02-05 01:15,-6.9
108,서울,2020-02-05 01:16,-6.9
108,서울,2020-02-05 01:17,-6.9
108,서울,2020-02-05 01:18,-6.9
108,서울,2020-02-05 01:19,-6.9
108,서울,2020-02-05 01:20,-6.9
108,서울,2020-02-05 01:21,-7
108,서울,2020-02-05 01:22,-6.9
108,서울,2020-02-05 01:23,-6.9
108,서울,2020-02-05 01:24,-6.9
108,서울,2020-02-05 01:25,-7
108,서울,2020-02-05 01:26,-7
108,서울,2020-02-05 01:27,-7
108,서울,2020-02-05 01:28,-7.1
108,서울,2020-02-05 01:29,-7
108,서울,2020-02-05 01:30,-7.1
108,서울,2020-02-05 01:31,-7.1
108,서울,2020-02-05 01:32,-7.1
108,서울,2020-02-05 01:33,-7.1
108,서울,2020-02-05 01:34,-7.1
108,서울,2020-02-05 01:35,-7.1
108,서울,2020-02-05 01:36,-7.1
108,서울,2020-02-05 01:37,-7.1
108,서울,2020-02-05 01:38,-7.2
108,서울,2020-02-05 01:39,-7.1
108,서울,2020-02-05 01:40,-7.1
108,서울,2020-02-05 01:41,-7.2
108,서울,2020-02-05 01:42,-7.2
108,서울,2020-02-05 01:43,-7.2
108,서울,2020-02-05 01:44,-7.2
108,서울,2020-02-05 01:45,-7.2
108,서울,2020-02-05 01:46,-7.2
108,서울,2020-02-05 01:47,-7.2
108,서울,2020-02-05 01:48,-7.2
108,서울,2020-02-05 01:49,-7.2
108,서울,2020-02-05 01:50,-7.2
108,서울,2020-02-05 01:51,-7.2
108,서울,2020-02-05 01:52,-7.2
108,서울,2020-02-05 01:53,-7.2
108,서울,2020-02-05 01:54,-7.2
108,서울,2020-02-05 01:55,-7.2
108,서울,2020-02-05 01:56,-7.2
108,서울,2020-02-05 01:57,-7.2
108,서울,2020-02-05 01:58,-7.2
108,서울,2020-02-05 01:59,-7.2
108,서울,2020-02-05 02:00,-7.2
108,서울,2020-02-05 02:01,-7.3
108,서울,2020-02-05 02:02,-7.3
108,서울,2020-02-05 02:03,-7.2
108,서울,2020-02-05 02:04,-7.3
108,서울,2020-02-05 02:05,-7.3
108,서울,2020-02-05 02:06,-7.2
108,서울,2020-02-05 02:07,-7.2
108,서울,2020-02-05 02:08,-7.3
108,서울,2020-02-05 02:09,-7.3
108,서울,2020-02-05 02:10,-7.3
108,서울,2020-02-05 02:11,-7.3
108,서울,2020-02-05 02:12,-7.3
108,서울,2020-02-05 02:13,-7.3
108,서울,2020-02-05 02:14,-7.3
108,서울,2020-02-05 02:15,-7.3
108,서울,2020-02-05 02:16,-7.4
108,서울,2020-02-05 02:17,-7.4
108,서울,2020-02-05 02:18,-7.4
108,서울,2020-02-05 02:19,-7.5
108,서울,2020-02-05 02:20,-7.5
108,서울,2020-02-05 02:21,-7.5
108,서울,2020-02-05 02:22,-7.5
108,서울,2020-02-05 02:23,-7.5
108,서울,2020-02-05 02:24,-7.5
108,서울,2020-02-05 02:25,-7.5
108,서울,2020-02-05 02:26,-7.5
108,서울,2020-02-05 02:27,-7.6
108,서울,2020-02-05 02:28,-7.6
108,서울,2020-02-05 02:29,-7.6
108,서울,2020-02-05 02:30,-7.6
108,서울,2020-02-05 02:31,-7.6
108,서울,2020-02-05 02:32,-7.7
108,서울,2020-02-05 02:33,-7.7
108,서울,2020-02-05 02:34,-7.7
108,서울,2020-02-05 02:35,-7.7
108,서울,2020-02-05 02:36,-7.7
108,서울,2020-02-05 02:37,-7.7
108,서울,2020-02-05 02:38,-7.7
108,서울,2020-02-05 02:39,-7.8
108,서울,2020-02-05 02:40,-7.7
108,서울,2020-02-05 02:41,-7.8
108,서울,2020-02-05 02:42,-7.7
108,서울,2020-02-05 02:43,-7.8
108,서울,2020-02-05 02:44,-7.7
108,서울,2020-02-05 02:45,-7.7
108,서울,2020-02-05 02:46,-7.8
108,서울,2020-02-05 02:47,-7.7
108,서울,2020-02-05 02:48,-7.8
108,서울,2020-02-05 02:49,-7.8
108,서울,2020-02-05 02:50,-7.8
108,서울,2020-02-05 02:51,-7.8
108,서울,2020-02-05 02:52,-7.8
108,서울,2020-02-05 02:53,-7.8
108,서울,2020-02-05 02:54,-7.8
108,서울,2020-02-05 02:55,-7.8
108,서울,2020-02-05 02:56,-7.8
108,서울,2020-02-05 02:57,-7.8
108,서울,2020-02-05 02:58,-7.8
108,서울,2020-02-05 02:59,-7.8
108,서울,2020-02-05 03:00,-7.8
108,서울,2020-02-05 03:01,-7.9
108,서울,2020-02-05 03:02,-7.8
108,서울,2020-02-05 03:03,-7.8
108,서울,2020-02-05 03:04,-7.9
108,서울,2020-02-05 03:05,-7.9
108,서울,2020-02-05 03:06,-7.9
108,서울,2020-02-05 03:07,-7.9
108,서울,2020-02-05 03:08,-7.9
108,서울,2020-02-05 03:09,-8
108,서울,2020-02-05 03:10,-8
108,서울,2020-02-05 03:11,-8
108,서울,2020-02-05 03:12,-8
108,서울,2020-02-05 03:13,-8.1
108,서울,2020-02-05 03:14,-8.1
108,서울,2020-02-05 03:15,-8.1
108,서울,2020-02-05 03:16,-8.1
108,서울,2020-02-05 03:17,-8.2
108,서울,2020-02-05 03:18,-8.2
108,서울,2020-02-05 03:19,-8.2
108,서울,2020-02-05 03:20,-8.2
108,서울,2020-02-05 03:21,-8.2
108,서울,2020-02-05 03:22,-8.2
108,서울,2020-02-05 03:23,-8.2
108,서울,2020-02-05 03:24,-8.2
108,서울,2020-02-05 03:25,-8.3
108,서울,2020-02-05 03:26,-8.3
108,서울,2020-02-05 03:27,-8.3
108,서울,2020-02-05 03:28,-8.3
108,서울,2020-02-05 03:29,-8.3
108,서울,2020-02-05 03:30,-8.3
108,서울,2020-02-05 03:31,-8.4
108,서울,2020-02-05 03:32,-8.4
108,서울,2020-02-05 03:33,-8.4
108,서울,2020-02-05 03:34,-8.4
108,서울,2020-02-05 03:35,-8.4
108,서울,2020-02-05 03:36,-8.5
108,서울,2020-02-05 03:37,-8.5
108,서울,2020-02-05 03:38,-8.5
108,서울,2020-02-05 03:39,-8.5
108,서울,2020-02-05 03:40,-8.6
108,서울,2020-02-05 03:41,-8.5
108,서울,2020-02-05 03:42,-8.6
108,서울,2020-02-05 03:43,-8.5
108,서울,2020-02-05 03:44,-8.6
108,서울,2020-02-05 03:45,-8.6
108,서울,2020-02-05 03:46,-8.6
108,서울,2020-02-05 03:47,-8.6
108,서울,2020-02-05 03:48,-8.6
108,서울,2020-02-05 03:49,-8.6
108,서울,2020-02-05 03:50,-8.6
108,서울,2020-02-05 03:51,-8.7
108,서울,2020-02-05 03:52,-8.7
108,서울,2020-02-05 03:53,-8.7
108,서울,2020-02-05 03:54,-8.7
108,서울,2020-02-05 03:55,-8.7
108,서울,2020-02-05 03:56,-8.7
108,서울,2020-02-05 03:57,-8.7
108,서울,2020-02-05 03:58,-8.8
108,서울,2020-02-05 03:59,-8.8
108,서울,2020-02-05 04:00,-8.8
108,서울,2020-02-05 04:01,-8.8
108,서울,2020-02-05 04:02,-8.8
108,서울,2020-02-05 04:03,-8.8
108,서울,2020-02-05 04:04,-8.8
108,서울,2020-02-05 04:05,-8.9
108,서울,2020-02-05 04:06,-8.9
108,서울,2020-02-05 04:07,-8.9
108,서울,2020-02-05 04:08,-8.9
108,서울,2020-02-05 04:09,-8.9
108,서울,2020-02-05 04:10,-8.9
108,서울,2020-02-05 04:11,-8.9
108,서울,2020-02-05 04:12,-8.9
108,서울,2020-02-05 04:13,-9
108,서울,2020-02-05 04:14,-9
108,서울,2020-02-05 04:15,-9
108,서울,2020-02-05 04:16,-9
108,서울,2020-02-05 04:17,-9
108,서울,2020-02-05 04:18,-9
108,서울,2020-02-05 04:19,-9
108,서울,2020-02-05 04:20,-9
108,서울,2020-02-05 04:21,-9.1
108,서울,2020-02-05 04:22,-9.1
108,서울,2020-02-05 04:23,-9.1
108,서울,2020-02-05 04:24,-9.1
108,서울,2020-02-05 04:25,-9.1
108,서울,2020-02-05 04:26,-9.1
108,서울,2020-02-05 04:27,-9.1
108,서울,2020-02-05 04:28,-9.1
108,서울,2020-02-05 04:29,-9.1
108,서울,2020-02-05 04:30,-9.1
108,서울,2020-02-05 04:31,-9.1
108,서울,2020-02-05 04:32,-9.1
108,서울,2020-02-05 04:33,-9.1
108,서울,2020-02-05 04:34,-9.2
108,서울,2020-02-05 04:35,-9.1
108,서울,2020-02-05 04:36,-9.2
108,서울,2020-02-05 04:37,-9.2
108,서울,2020-02-05 04:38,-9.2
108,서울,2020-02-05 04:39,-9.2
108,서울,2020-02-05 04:40,-9.2
108,서울,2020-02-05 04:41,-9.2
108,서울,2020-02-05 04:42,-9.2
108,서울,2020-02-05 04:43,-9.3
108,서울,2020-02-05 04:44,-9.3
108,서울,2020-02-05 04:45,-9.3
108,서울,2020-02-05 04:46,-9.3
108,서울,2020-02-05 04:47,-9.3
108,서울,2020-02-05 04:48,-9.4
108,서울,2020-02-05 04:49,-9.4
108,서울,2020-02-05 04:50,-9.4
108,서울,2020-02-05 04:51,-9.4
108,서울,2020-02-05 04:52,-9.4
108,서울,2020-02-05 04:53,-9.4
108,서울,2020-02-05 04:54,-9.4
108,서울,2020-02-05 04:55,-9.5
108,서울,2020-02-05 04:56,-9.5
108,서울,2020-02-05 04:57,-9.5
108,서울,2020-02-05 04:58,-9.5
108,서울,2020-02-05 04:59,-9.5
108,서울,2020-02-05 05:00,-9.5
108,서울,2020-02-05 05:01,-9.5
108,서울,2020-02-05 05:02,-9.6
108,서울,2020-02-05 05:03,-9.6
108,서울,2020-02-05 05:04,-9.6
108,서울,2020-02-05 05:05,-9.6
108,서울,2020-02-05 05:06,-9.6
108,서울,2020-02-05 05:07,-9.6
108,서울,2020-02-05 05:08,-9.6
108,서울,2020-02-05 05:09,-9.6
108,서울,2020-02-05 05:10,-9.6
108,서울,2020-02-05 05:11,-9.7
108,서울,2020-02-05 05:12,-9.7
108,서울,2020-02-05 05:13,-9.7
108,서울,2020-02-05 05:14,-9.7
108,서울,2020-02-05 05:15,-9.7
108,서울,2020-02-05 05:16,-9.7
108,서울,2020-02-05 05:17,-9.7
108,서울,2020-02-05 05:18,-9.7
108,서울,2020-02-05 05:19,-9.7
108,서울,2020-02-05 05:20,-9.8
108,서울,2020-02-05 05:21,-9.8
108,서울,2020-02-05 05:22,-9.8
108,서울,2020-02-05 05:23,-9.8
108,서울,2020-02-05 05:24,-9.8
108,서울,2020-02-05 05:25,-9.8
108,서울,2020-02-05 05:26,-9.8
108,서울,2020-02-05 05:27,-9.8
108,서울,2020-02-05 05:28,-9.8
108,서울,2020-02-05 05:29,-9.8
108,서울,2020-02-05 05:30,-9.8
108,서울,2020-02-05 05:31,-9.9
108,서울,2020-02-05 05:32,-9.9
108,서울,2020-02-05 05:33,-9.9
108,서울,2020-02-05 05:34,-9.9
108,서울,2020-02-05 05:35,-9.9
108,서울,2020-02-05 05:36,-9.9
108,서울,2020-02-05 05:37,-9.9
108,서울,2020-02-05 05:38,-9.9
108,서울,2020-02-05 05:39,-9.9
108,서울,2020-02-05 05:40,-9.9
108,서울,2020-02-05 05:41,-10
108,서울,2020-02-05 05:42,-9.9
108,서울,2020-02-05 05:43,-10
108,서울,2020-02-05 05:44,-10
108,서울,2020-02-05 05:45,-10
108,서울,2020-02-05 05:46,-10
108,서울,2020-02-05 05:47,-10
108,서울,2020-02-05 05:48,-10
108,서울,2020-02-05 05:49,-10
108,서울,2020-02-05 05:50,-10
108,서울,2020-02-05 05:51,-10.1
108,서울,2020-02-05 05:52,-10.1
108,서울,2020-02-05 05:53,-10.1
108,서울,2020-02-05 05:54,-10.1
108,서울,2020-02-05 05:55,-10.1
108,서울,2020-02-05 05:56,-10.1
108,서울,2020-02-05 05:57,-10.1
108,서울,2020-02-05 05:58,-10.1
108,서울,2020-02-05 05:59,-10.1
108,서울,2020-02-05 06:00,-10.1
108,서울,2020-02-05 06:01,-10.1
