지점,지점명,일시,기온(°C)
108,서울,2020-02-06 00:01,-9.5
108,서울,2020-02-06 00:02,-9.5
108,서울,2020-02-06 00:03,-9.5
108,서울,2020-02-06 00:04,-9.5
108,서울,2020-02-06 00:05,-9.5
108,서울,2020-02-06 00:06,-9.5
108,서울,2020-02-06 00:07,-9.6
108,서울,2020-02-06 00:08,-9.5
108,서울,2020-02-06 00:09,-9.5
108,서울,2020-02-06 00:10,-9.6
108,서울,2020-02-06 00:11,-9.6
108,서울,2020-02-06 00:12,-9.6
108,서울,2020-02-06 00:13,-9.6
108,서울,2020-02-06 00:14,-9.7
108,서울,2020-02-06 00:15,-9.6
108,서울,2020-02-06 00:16,-9.7
108,서울,2020-02-06 00:17,-9.7
108,서울,2020-02-06 00:18,-9.7
108,서울,2020-02-06 00:19,-9.7
108,서울,2020-02-06 00:20,-9.7
108,서울,2020-02-06 00:21,-9.7
108,서울,2020-02-06 00:22,-9.7
108,서울,2020-02-06 00:23,-9.8
108,서울,2020-02-06 00:24,-9.8
108,서울,2020-02-06 00:25,-9.8
108,서울,2020-02-06 00:26,-9.8
108,서울,2020-02-06 00:27,-9.8
108,서울,2020-02-06 00:28,-9.8
108,서울,2020-02-06 00:29,-9.8
108,서울,2020-02-06 00:30,-9.9
108,서울,2020-02-06 00:31,-9.9
108,서울,2020-02-06 00:32,-9.8
108,서울,2020-02-06 00:33,-9.8
108,서울,2020-02-06 00:34,-9.8
108,서울,2020-02-06 00:35,-9.8
108,서울,2020-02-06 00:36,-9.8
108,서울,2020-02-06 00:37,-9.8
108,서울,2020-02-06 00:38,-9.8
108,서울,2020-02-06 00:39,-9.8
108,서울,2020-02-06 00:40,-9.8
108,서울,2020-02-06 00:41,-9.8
108,서울,2020-02-06 00:42,-9.8
108,서울,2020-02-06 00:43,-9.8
108,서울,2020-02-06 00:44,-9.8
108,서울,2020-02-06 00:45,-9.8
108,서울,2020-02-06 00:46,-9.8
108,서울,2020-02-06 00:47,-9.8
108,서울,2020-02-06 00:48,-9.8
108,서울,2020-02-06 00:49,-9.9
108,서울,2020-02-06 00:50,-9.9
108,서울,2020-02-06 00:51,-9.9
108,서울,2020-02-06 00:52,-9.9
108,서울,2020-02-06 00:53,-9.9
108,서울,2020-02-06 00:54,-9.9
108,서울,2020-02-06 00:55,-10
108,서울,2020-02-06 00:56,-10
108,서울,2020-02-06 00:57,-9.9
108,서울,2020-02-06 00:58,-10
108,서울,2020-02-06 00:59,-9.9
108,서울,2020-02-06 01:00,-9.9
108,서울,2020-02-06 01:01,-9.9
108,서울,2020-02-06 01:02,-9.9
108,서울,2020-02-06 01:03,-9.9
108,서울,2020-02-06 01:04,-9.8
108,서울,2020-02-06 01:05,-9.8
108,서울,2020-02-06 01:06,-9.9
108,서울,2020-02-06 01:07,-9.9
108,서울,2020-02-06 01:08,-9.9
108,서울,2020-02-06 01:09,-9.9
108,서울,2020-02-06 01:10,-9.9
108,서울,2020-02-06 01:11,-9.9
108,서울,2020-02-06 01:12,-9.9
108,서울,2020-02-06 01:13,-9.9
108,서울,2020-02-06 01:14,-9.9
108,서울,2020-02-06 01:15,-9.9
108,서울,2020-02-06 01:16,-9.9
108,서울,2020-02-06 01:17,-9.9
108,서울,2020-02-06 01:18,-9.9
108,서울,2020-02-06 01:19,-9.9
108,서울,2020-02-06 01:20,-9.9
108,서울,2020-02-06 01:21,-9.9
108,서울,2020-02-06 01:22,-9.9
108,서울,2020-02-06 01:23,-9.9
108,서울,2020-02-06 01:24,-9.9
108,서울,2020-02-06 01:25,-9.9
108,서울,2020-02-06 01:26,-9.9
108,서울,2020-02-06 01:27,-9.9
108,서울,2020-02-06 01:28,-9.9
108,서울,2020-02-06 01:29,-9.9
108,서울,2020-02-06 01:30,-10
108,서울,2020-02-06 01:31,-9.9
108,서울,2020-02-06 01:32,-10
108,서울,2020-02-06 01:33,-9.9
108,서울,2020-02-06 01:34,-10
108,서울,2020-02-06 01:35,-9.9
108,서울,2020-02-06 01:36,-10
108,서울,2020-02-06 01:37,-10
108,서울,2020-02-06 01:38,-10
108,서울,2020-02-06 01:39,-10
108,서울,2020-02-06 01:40,-10
108,서울,2020-02-06 01:41,-10
